tconst,title,original_title,year,genre,duration,country,language,director,writer,description,avg_vote,votes,imageurls,linktowatch
tt7510346,The Turning - La casa del male,The Turning,2020,"Drama, Horror, Mystery",94,"UK, Ireland, Canada, USA, India",English,Floria Sigismondi,"Henry James, Chad Hayes","    A young woman quits her teaching job to be a private tutor (governess) for a wealthy young heiress who witnessed her parent's tragic death. Shortly after arriving, the girl's degenerate brother is sent home from his boarding school. The tutor has some strange, unexplainable experiences in the house and begins to suspect there is more to their story.",3.8,7549,"https://m.media-amazon.com/images/M/MV5BY2ZiMzVkNzktZjlmMy00MWE1LWJkMjgtZTFiMWYyYTU3M2FjXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.fab7d2bf-da12-2fa4-1045-14bd619dbc86?tag=imdbtag_tt_wbr_pvc_showtimeSub-20
tt10423074,The Unborn,The Unborn,2020,Horror,70,USA,English,Tal Lazar,Danny Matier,"    Strange, unexplained events unfold at an old factory. Two security guards must come to terms with reality: Tiffany as a future mother, and Joey who is secretly in love with her. But someone has other plans for both as well as Tiffany's unborn child.",3.5,192,"https://m.media-amazon.com/images/M/MV5BODdiOTZmOWUtNTNiYy00YWE2LTkxYjktNjBlN2I1MDQ5ZGYwXkEyXkFqcGdeQXVyMTMzNDQxNzc@._V1_UY268_CR3,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.dcb8f087-b63a-09c4-6eec-59493d5b207b?tag=imdbtag_tt_wbr_pvt_aiv-20
tt8560172,The Very Excellent Mr. Dundee,The Very Excellent Mr. Dundee,2020,Comedy,88,"USA, Australia",English,Dean Murphy,"Robert Mond, Dean Murphy","    Aussie Icon Paul Hogan just wants the quiet life. He lives in Brentwood, California, happy in retirement, content doing the daily crossword and enjoying regular calls from Lucy, his delightful 10-year-old granddaughter in Sydney. So, when his agent drops by to tell him he'll be receiving a knighthood for services to comedy, he is less than impressed by this imposition and much to his agents' chagrin, turns down the offer. Paul attempts to return to his tranquil life but Lucy calls; she has excitedly told kids at her new school that granddad has been offered a Knighthood. They laughed at her. What? Paul realises he needs to get the Knighthood to help her salvage her reputation. After much begging and pleading, his agent reluctantly agrees to call the Palace. The Knighthood is back on. The next six weeks, however, see Hogan's brand totally trashed. Although he is always trying to do the right thing and salvage his quickly diminishing reputation, life is conspiring against him. He's ...",4.8,617,"https://m.media-amazon.com/images/M/MV5BNTVlZWUzOTYtOTg2MS00MTM0LWFlNjQtYmM4NDk4OGViM2Y5XkEyXkFqcGdeQXVyNjU1NzU3MzE@._V1_UY268_CR1,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.6cbae197-06a7-037e-8a79-0ee5a4e3edc6?tag=imdbtag_tt_wbr_pvt_aiv-20
tt5950596,The Voices,The Voices,2020,"Horror, Thriller",96,USA,English,"Wesley Alley, Bradley Fowler",Bradley Fowler,"    After a devastating breakup with her fiancé (Brendan Sexton III), Grace Crawford (Amanda Markowitz) seeks sanctuary at a remote family home. Grace has a bizarre encounter with a mysterious stranger (Lin Shaye) before arriving at the house, which is now occupied by her sister, Catherine (Victoria Matlock). At first it's a happy reunion, but soon it becomes clear that Catherine is suffering from paranoid schizophrenia, much like their late mother, who had taken her own life. While coming to terms with this realization, Grace uncovers a terrible secret about Catherine's estranged daughter and begins questioning her own sanity. As the lines between reality and dreams are blurred and her sister's behavior becomes increasingly erratic, Grace must desperately fight to save herself and her family before it's too late.",3.8,385,"https://m.media-amazon.com/images/M/MV5BZDMxNzdmMTItYTBhZC00YjdhLWFiYzMtOGFkZjY0NzVmZGU4XkEyXkFqcGdeQXVyMjAwODA2NTc@._V1_UY268_CR4,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.6cb9556a-ada9-352b-6f53-8642152738cf?tag=imdbtag_tt_wbr_pvs_piv-20
tt4532038,Nonno questa volta è guerra,The War with Grandpa,2020,"Comedy, Drama, Family",94,USA,English,Tim Hill,"Tom J. Astle, Matt Ember","    Peter is thrilled that Grandpa is coming to live with his family. That is, until Grandpa moves into Peter's room, forcing him upstairs into the creepy attic. And though he loves his grandpa he wants his room back - so he has no choice but to declare war. With the help of his friends, Peter devises outrageous plans to make Grandpa surrender the room. But Grandpa is tougher than he looks. Rather than give in, Grandpa plans to get even.",5.1,1377,"https://m.media-amazon.com/images/M/MV5BNTlkZDQ1ODEtY2ZiMS00OGNhLWJlZDctYzY0NTFmNmQ2NDAzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.34babe1b-f9ee-e1a3-b1d5-3008d3371641?tag=imdbtag_tt_wbr_pvt_aiv-20
tt10880084,The Warrant,The Warrant,2020,Western,84,USA,English,Brent Christy,Shea Sizemore,"    Civil War hero Sheriff John Breaker and his son reunite to arrest Union Army friend ""The Saint."" Now a fierce gang leader, his raids threaten to bring the country back into conflict. The Warrant is a thrilling, action-packed Western adventure starring Neal McDonough (Yellowstone, Captain America, Band of Brothers, Red 2), Casper Van Dien (Starship Troopers, Tarzan), Steven R. McQueen (The Vampire Diaries, Chicago Fire), and Annabeth Gish (X-Files, The Haunting of Hill House).",4.1,213,"https://m.media-amazon.com/images/M/MV5BMjIzYjU5MTEtNDIyOS00NmMxLTg3MTctOWI1OTRiODA3YzhjXkEyXkFqcGdeQXVyNjAxMTI1Mzk@._V1_UX182_CR0,0,182,268_AL_.jpg",NA
tt8544498,Tornare a vincere,The Way Back,2020,"Drama, Sport",108,"USA, Canada",English,Gavin O'Connor,Brad Ingelsby,"    Back in high school, Jack Cunningham had everything going for him. A basketball phenom, he could have punched his ticket to college or even the pros, but, instead, he chose to walk away from the game, forfeiting his future. Jack's glory days are long gone...but, as it turns out, not forgotten. Years later, he gets the chance to take back his life when he is asked to coach the struggling basketball team at his alma mater. Jack reluctantly accepts, surprising no one more than himself, and as the boys start to come together as a team and win, he may get his last shot at redemption.",6.7,23769,"https://m.media-amazon.com/images/M/MV5BYjBjMTgyYzktN2U0Mi00YTJhLThkZDQtZmM1ZDlmNWMwZDQ3XkEyXkFqcGdeQXVyMDU5MDEyMA@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.38b851d0-a89d-6417-8512-5984ab0d8a60?tag=imdbtag_tt_wbr_pvc_cinemax-20
tt11079540,The Will,The Will,2020,Romance,105,USA,English,Louise Alston,"Kristen Ashley, Joany Kane","    Early in her life, Josephine Malone learned the hard way that there was only one person she could love and trust: her grandmother, Lydia Malone. Out of necessity, unconsciously and very successfully, Josephine donned a disguise to keep all others at bay. She led a globetrotting lifestyle on the fringes of the fashion and music elite, but she kept herself distant. While Josephine was trotting the globe, retired boxer Jake Spear was living in the same small town as Lydia. There was nothing disguised about Jake. Including the fact he made a habit of making very bad decisions about who to give his love. But for Josephine and Jake, there was one person who adored them. One person who knew how to lead them to happiness. And one person who was intent on doing it. Even if she had to do it as her final wish on this earth.",6.1,352,"https://m.media-amazon.com/images/M/MV5BNjAyZmQ3MjAtZWU3NS00MDJjLWEzNzMtZjY5NjdiODJjMGU1XkEyXkFqcGdeQXVyMTA0NTk4Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.acbaaa93-6a41-50f3-d7a2-120ffddb5c92?tag=imdbtag_tt_wbr_pvt_aiv-20
tt5206260,La famiglia Willoughby,The Willoughbys,2020,"Animation, Adventure, Comedy",90,"Canada, USA, UK",English,"Kris Pearn, Cory Evans","Kris Pearn, Mark Stanleigh","    Convinced they'd be better off raising themselves, the Willoughby children hatch a sneaky plan to send their selfish parents on vacation. The siblings then embark on their own high-flying adventure to find the true meaning of family.",6.4,11080,"https://m.media-amazon.com/images/M/MV5BZGNlMzljOWEtMjdiYS00ZjQwLTg2M2UtMTYwNDgyZjQ4MDk5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.netflix.com/watch/80239482?source=imdb
tt9619798,La Missy sbagliata,The Wrong Missy,2020,"Comedy, Romance",90,USA,English,Tyler Spindel,"Chris Pappas, Kevin Barnett","    Tim thinks he's invited the woman of his dreams on a work retreat to Hawaii, realizing too late he mistakenly texted someone from a nightmare blind date.",5.7,28650,"https://m.media-amazon.com/images/M/MV5BY2QwZWJlZjMtNzU5NC00NTA0LWI1MjQtYWQ1ZTg4NWZmNjdkXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.netflix.com/watch/81033865?source=imdb
tt3155720,There's No Such Thing as Vampires,There's No Such Thing as Vampires,2020,Horror,81,USA,English,Logan Thomas,"Aric Cushing, Logan Thomas","    Strangers, Joshua and Ariel, crash into each other in the dead of the night. Before long they find themselves pursued across the North America desert, the target of an unstoppable supernatural force.",6.9,320,"https://m.media-amazon.com/images/M/MV5BZDRhNGJiYjMtODNlOC00OTJlLWE5MGQtZDMxNjJkYjYxOGY5XkEyXkFqcGdeQXVyNDgwODE4NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",NA
tt6483422,They Reach,They Reach,2020,"Adventure, Horror",87,USA,English,Sylas Dall,"Sylas Dall, Sylas Dall","    In 1979, a young girl stumbles upon a possessed tape player. She unknowingly unleashes a demonic entity that haunts her family while slowly dragging the small town of Clarkston to Hell.",3.9,481,"https://m.media-amazon.com/images/M/MV5BODAxMTU1YWEtYzY0OC00YmE0LTk2MDgtZGMyYTc1ZTE0ZGJlXkEyXkFqcGdeQXVyMjQxODYzMTE@._V1_UY268_CR3,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.98ba90ef-1ae9-add9-81a4-003c2d576472?tag=imdbtag_tt_wbr_pvs_piv-20
tt5929654,Think Like a Dog,Think Like a Dog,2020,"Comedy, Drama, Family",91,"China, USA, UK",English,Gil Junger,Gil Junger,"    A 12-year-old tech prodigy's science experiment goes awry and he forges a telepathic connection with his best friend, his dog. The duo join forces and use their unique perspectives on life to comically overcome complications of family and school.",5.1,701,"https://m.media-amazon.com/images/M/MV5BMGNhNzk4YzMtYmQ4Ni00ZjU0LWI0YzctYjM1ZDMxNzM3MDAzXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UY268_CR4,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.beb8f6e0-b287-ce56-e120-acfde35e289c?tag=imdbtag_tt_wbr_pvs_piv-20
tt8902948,Tigertail,Tigertail,2020,Drama,91,USA,"English, Min Nan, Mandarin",Alan Yang,Alan Yang,"    In this poignant multi-generational drama, Pin-Jui (Hong-Chi Lee) is a free-spirited yet impoverished young Taiwanese factory worker, who makes the difficult decision to leave his homeland - and the woman he loves - behind in order to seek better opportunities in America. But years of monotonous work and an arranged marriage devoid of love or compassion leave an older Pin-Jui (Tzi Ma) a shadow of his former self. Unable to sympathize with his daughter Angela (Christine Ko) and at risk of living out his retirement in solitude, Pin-Jui must reconnect with his past in order to finally build the life he once dreamed of having.",6.4,2552,"https://m.media-amazon.com/images/M/MV5BY2Q4MjZjNzItMjJkMS00Y2M5LTg3NjUtMTk2OWNhMjJlNmE0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.netflix.com/watch/80202958?source=imdb
tt6820324,Timmy Frana - Qualcuno ha sbagliato,Timmy Failure: Mistakes Were Made,2020,"Adventure, Comedy, Drama",99,USA,English,Tom McCarthy,"Tom McCarthy, Stephan Pastis","    An 11-year-old boy who believes that he is the best detective in town runs the agency Total Failures with his best friend, an imaginary 1,500-pound polar bear.",6.1,1762,"https://m.media-amazon.com/images/M/MV5BNTZiZjkyMGMtNDUwMC00YWRhLWE4ZTctNTg2MDA1MjUwYWY5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",NA
tt9354842,P.S. Ti amo ancora,To All the Boys: P.S. I Still Love You,2020,"Comedy, Drama, Romance",101,USA,English,Michael Fimognari,"Sofia Alvarez, J. Mills Goodloe",    Lara Jean and Peter have just taken their relationship from pretend to officially official when another recipient of one of her old love letters enters the picture.,6,21400,"https://m.media-amazon.com/images/M/MV5BZjMwNDQ4NzMtOThmZi00NmMyLThkMWItMTA3MTg2YjdiZDRmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.netflix.com/watch/81030842?source=imdb
tt12226808,Top Gunner,Top Gunner,2020,"Action, War",84,USA,English,Daniel Lusko,Geoff Meed,    Recent graduates of a secluded U.S. Air Force base must protect a gene-editing bio-weapon from the Russian military - who are desperate to seize the deadly viral agent at any cost.,1.9,179,"https://m.media-amazon.com/images/M/MV5BMDQyMTE2ZGUtMzBmOC00MGE5LWE4NWItODBlYzYyZmJhYzZiXkEyXkFqcGdeQXVyOTg4NTQ2MTA@._V1_UY268_CR3,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.84b9bf98-d0f1-c657-ad15-b9b5ab281829?tag=imdbtag_tt_wbr_pvs_piv-20
tt6587640,Trolls World Tour,Trolls World Tour,2020,"Animation, Adventure, Comedy",90,USA,English,"Walt Dohrn, David P. Smith","Jonathan Aibel, Glenn Berger","    Poppy and Branch discover that they are but one of six different Troll tribes scattered over six different lands devoted to six different kinds of music: Funk, Country, Techno, Classical, Pop and Rock. Their world is about to get a lot bigger and a whole lot louder. A member of hard-rock royalty, Queen Barb, aided by her father King Thrash, wants to destroy all other kinds of music to let rock reign supreme. With the fate of the world at stake, Poppy and Branch, along with their friends, set out to visit all the other lands to unify the Trolls in harmony against Barb, who's looking to upstage them all.",6.1,11890,"https://m.media-amazon.com/images/M/MV5BMTI5NmViY2YtNDk5NC00NjY2LWFlNGYtOGEwNzY1MTZmMjFmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg",http://www.hulu.com/watch/1000116298?d=Amazon
tt4907206,Turnt,Turnt,2020,Drama,85,USA,English,Mann Robinson,"Mann Robinson, Mann Robinson","    A young man, Kenny Stanford had dreams of being an Successful artist in the music industry, but these dreams were cut short due to senseless street violence. His older brother Libaraiers lived by the laws of Money, Power and Respect. Due to the death of his brother, Libaraiers found himself on a new unlikely journey as a rap artist. He soon discovered that he possessed raw talent. This raw talent and his natural street persona birthed his rap name Rilla.",8.2,718,"https://m.media-amazon.com/images/M/MV5BOTMxOGM4OTEtN2UyMC00ODViLWEzNmUtNTM1YjMyYjgzY2RjXkEyXkFqcGdeQXVyNDk0NzIzOTE@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.feb7b402-e284-6bf8-7416-bb2167247fc4?tag=imdbtag_tt_wbr_pvs_piv-20
tt6391282,Two of Us,Two of Us,2020,"Action, Drama, Horror",95,"USA, Thailand",English,Wych Kaosayananda,"Wych Kaosayananda, Steve Poirier",    Two young women's plans to try to live a normal life in isolation after a world ending apocalypse go awry when they are discovered.,3.9,651,"https://m.media-amazon.com/images/M/MV5BNmRlODkzNDctYjg3Yy00YjQwLTkyYTMtMTJjM2Q5NWJmMTBhXkEyXkFqcGdeQXVyMjMxMTE2MTQ@._V1_UY268_CR3,0,182,268_AL_.jpg",NA
tt2180583,Unbelievable!!!!!,Unbelievable!!!!!,2020,"Comedy, Sci-Fi",105,USA,English,Steven L. Fawcette,Steven L. Fawcette,"    Four astronauts travel to the Moon on a rescue mission to determine the fate of two NASA comrades who have not been heard from in several days. The individuals they find at the Lunar Base are not whom they appear to be and, through acts of trickery and deception, nearly succeed in killing our heroes. The four return to find that everyone on the planet has been transformed into a variant life-form. Aliens from Mars have conquered Earth and now seek to destroy the last remnants of humanity. The astronauts fight back and soon discover how to rid themselves of the alien threat.",4.1,507,"https://m.media-amazon.com/images/M/MV5BNDA5NmYxZmUtZGU3ZS00YzFhLWI2Y2ItMWYyOGE5N2E3M2IzXkEyXkFqcGdeQXVyMzMwMjI2NA@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.70b955aa-bff9-9d6d-4244-7720aee61f35?tag=imdbtag_tt_wbr_pvt_aiv-20
tt5747714,Unbound,Unbound,2020,"Action, Crime, Drama",97,USA,English,Steve Rahaman,Steve Rahaman,    Julius Fonteneau has decided to take the law into his own hands after his daughter has gone missing. His only friend supports him while his wife resents him and the police are growing suspicious of his intentions. He must determine right from wrong and make the ultimate decision to kill the man he believes to have taken his daughter.,4.5,182,"https://m.media-amazon.com/images/M/MV5BNjA3ZDE5MDItMDA0OC00NDEwLTk3YWEtOTU0YjUxNzgwNDNiXkEyXkFqcGdeQXVyMTY3MjE3NDA@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.62b9bfa6-84d2-1539-cbd0-95284ee2f89c?tag=imdbtag_tt_wbr_pvt_aiv-20
tt11695654,Uncle Peckerhead,Uncle Peckerhead,2020,"Comedy, Horror",97,USA,English,Matthew John Lawrence,Matthew John Lawrence,"    When a punk band scores their first tour, life on the road proves tough when they are joined by a man-eating demon as a roadie.",5.4,364,"https://m.media-amazon.com/images/M/MV5BYzE3NzIxNmQtYTAwNC00N2ZiLTg1ZDYtZGI5MjliNzdiY2U4XkEyXkFqcGdeQXVyOTMzOTMzMTg@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.38b9bf98-bd57-3a1a-fa57-e3088f6cfa36?tag=imdbtag_tt_wbr_pvs_piv-20
tt9261218,Il sommelier,Uncorked,2020,Drama,104,USA,English,Prentice Penny,Prentice Penny,    Elijah must balance his dream of becoming a master sommelier with his father's expectations that he carry on the family's Memphis BBQ joint.,6.2,3608,"https://m.media-amazon.com/images/M/MV5BZTg3NWFkN2ItOTdjMi00NDk4LTllMDktNGZiNTUxYmZmMjlmXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.netflix.com/watch/81024260?source=imdb
tt5774060,Underwater,Underwater,2020,"Action, Horror, Sci-Fi",95,USA,English,William Eubank,"Brian Duffield, Adam Cozad","    An unknown, massive earthquake happens in a drilling station in the bottom of the Marianna Trench. A scientific crew must find their way across the ocean floor into another station under the threats of deep pressure, dark water, dangerous deep-sea creatures, and a constant lack of oxygen.",5.8,48505,"https://m.media-amazon.com/images/M/MV5BNzM0OGZiZWItYmZiNC00NDgzLTg1MjMtYjM4MWZhOGZhMDUwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.a0b83d09-7349-b1b8-5aa5-98abe11daf14?tag=imdbtag_tt_wbr_pvc_hbo-20
tt10059518,Il giorno sbagliato,Unhinged,2020,"Action, Thriller",90,USA,English,Derrick Borte,Carl Ellsworth,"    Academy Award winner Russell Crowe stars in Unhinged, a psychological thriller that takes something we've all experienced- road rage - to an unpredictable and terrifying conclusion. Rachel (Caren Pistorius) is running late getting to work when she crosses paths with a stranger (Crowe) at a traffic light. Soon, Rachel finds herself and everyone she loves the target of a man who feels invisible and is looking to make one last mark upon the world by teaching her a series of deadly lessons. What follows is a dangerous game of cat and mouse that proves you never know who you're driving next to.",6.2,4720,"https://m.media-amazon.com/images/M/MV5BYjc1Mjg5NjItY2I2MS00NDk3LWI5NGYtNzZjNTNiZmMwZTA3XkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.7eba99a4-75fb-efcc-9eab-fb07285193b5?tag=imdbtag_tt_wbr_pvs_piv-20
tt7127184,Useless Humans,Useless Humans,2020,"Adventure, Comedy, Horror",77,USA,,Stephen Ohl,"Travis Betz, George Caine","    A thirtieth birthday and the survival of mankind are left hanging in the balance after a mysterious creature crashes a party, forcing four childhood friends to save the night.",4.2,219,"https://m.media-amazon.com/images/M/MV5BMWE4MThjNzktMTMxNS00YTJiLTk0YmUtMmQ4MmNiODBjOThhXkEyXkFqcGdeQXVyNDQ5Njc0MDc@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.14baf423-aa3d-1dde-3dde-83d30de12271?tag=imdbtag_tt_wbr_pvc_showtimeSub-20
tt1266036,Valley Girl,Valley Girl,2020,"Comedy, Musical, Romance",102,USA,English,Rachel Lee Goldenberg,"Amy Talkington, Andrew Lane","    Set to a new wave '80s soundtrack, a pair of young lovers from different backgrounds defy their parents and friends to stay together. A musical adaptation of the 1983 film.",5.4,1391,"https://m.media-amazon.com/images/M/MV5BMTNmMjAxMDItMTdmYS00ZmZmLWI3YjEtMDI1OGU0MTgwMjc4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.1ab8f0de-a357-a8a2-cbc2-50169921d968?tag=imdbtag_tt_wbr_pvs_piv-20
tt7236054,Variant,Variant,2020,"Sci-Fi, Thriller",91,USA,English,Tony Leech,Tony Leech,"    When an artist struggling for purpose meets a mysterious yet charming stranger, she becomes entangled in his twisted attempts to 'relive the perfect moment'.",4,135,"https://m.media-amazon.com/images/M/MV5BYmNlNGRlNTAtYmQ0NC00MzAyLWIyMjItYWRhNTg5ZTEyZDA2XkEyXkFqcGdeQXVyMjgzMTI0MQ@@._V1_UY268_CR9,0,182,268_AL_.jpg",NA
tt3344686,Viena and the Fantomes,Viena and the Fantomes,2020,"Drama, Music, Romance",96,USA,English,Gerardo Naranjo,Gerardo Naranjo,"    In the era of analog, our film follows the intense times of a young girl named Viena, as she travels with the Fantomes, a post punk band on tour through the American west. When the band has the possibility of sudden success, Viena finds herself involved in a love triangle that will test all of her convictions.",4,349,"https://m.media-amazon.com/images/M/MV5BODk1ZWM3NmYtOTBkMC00ZDNkLWFhYzUtZWYyODUzNmFhOTQ3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.5cb97628-7021-e792-0bd4-ab5f2f98f085?tag=imdbtag_tt_wbr_pvt_aiv-20
tt11742070,Walk Away,Walk Away,2020,"Sci-Fi, Thriller",91,USA,English,"Jason Dean, Matthew Nash","Jason Dean, Matthew Nash","    Five friends go on a vacation to a cabin in the woods, but find that leaving isn't as simple as just walking away.",3.9,140,"https://m.media-amazon.com/images/M/MV5BYTYyMTJhZDctOGZkMS00YThlLThkYTUtZjc2ZDhlMDRmYzczXkEyXkFqcGdeQXVyMzUyNDY3Nzc@._V1_UY268_CR5,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.86b92bee-92fa-16a6-d2f5-6306c13fd068?tag=imdbtag_tt_wbr_pvs_piv-20
tt4427800,Walkaway Joe,Walkaway Joe,2020,"Action, Drama",89,USA,English,Tom Wright,Michael Milillo,"    In the tradition of American classics, WALKAWAY JOE is the story of an unlikely friendship between a young boy searching for his father, and a wandering loner hiding from his past. In each other they experience the power of a second chance, and a shot at redemption.",5.7,493,"https://m.media-amazon.com/images/M/MV5BMTkyZTlhNWYtMjlmMC00NzBkLWE2MTctYmNmMjY3Y2U0YjgzXkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_UY268_CR2,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.3eb8f027-8c3b-6488-2807-e90b6034b1c7?tag=imdbtag_tt_wbr_pvs_piv-20
tt2420124,Wendy,Wendy,2020,"Drama, Fantasy",111,USA,English,Benh Zeitlin,"Benh Zeitlin, Eliza Zeitlin","    The classic story of Peter Pan is wildly reimagined in a ragtag epic. Lost on a mysterious island where aging and time have come unglued, Wendy must fight to save her family, her freedom, and the joyous spirit of youth from the deadly peril of growing up.",5.7,1405,"https://m.media-amazon.com/images/M/MV5BN2NlODlkZWEtN2U2OC00MTI4LTlhMTEtZTM0MDIyODZiMDhhXkEyXkFqcGdeQXVyMTA1NTA1MTI4._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.80b875d8-78d7-5b68-49d4-5d8c0ccd8550?tag=imdbtag_tt_wbr_pvc_hbo-20
tt9651918,What Love Looks Like,What Love Looks Like,2020,"Comedy, Drama, Romance",88,USA,English,Alex Magaña,Alex Magaña,"    Five interwoven stories of modern love. Nicole (Kate Durocher) is a vibrant young beauty stuck in dead-end relationship with Owen (Josh Gilmer), a man who's more in love with his phone than he is with her. Calvin (Connor Wilkins) has a disastrous Tinder-fueled one night stand with Summer (Jamie Shelnitz) only to reconnect with her on an anonymous dating site soon after. Finn (Kyle Meck) is crazy about the lovely Penelope (Taylor Alexa Frank)...only the timing couldn't be worse. Theodore (Jack Menzies) is a painfully awkward young man who's smitten with equally shy Bailey (Ana Ming Bostwick Singer). Finally, Sam (Nathan Kohnen) is still reeling from the death of his wife when he meets Evie (Ashley Rose McKenna), who just may be the girl to reawaken his heart if he can let his past go.",4.9,307,"https://m.media-amazon.com/images/M/MV5BMTMxYTg4M2EtMDFjMy00MDI1LThjZGUtNjQwOGJlY2FhNjkwXkEyXkFqcGdeQXVyNDQ2MjQ2Mjk@._V1_UX182_CR0,0,182,268_AL_.jpg",NA
tt5792124,What the Night Can Do,What the Night Can Do,2020,Drama,91,USA,English,Christopher Martini,Stuart Margolin,    Luana is a 12-year-old girl struggling to grasp the world collapsing around her.,4.4,125,"https://m.media-amazon.com/images/M/MV5BY2FlOTk0ZTMtYTRiMS00M2QzLTk1NGQtMGI2ZTQwNDJhOTk3XkEyXkFqcGdeQXVyMTAwMjgzMA@@._V1_UY268_CR5,0,182,268_AL_.jpg",NA
tt7179594,What We Found,What We Found,2020,"Crime, Mystery, Thriller",110,USA,English,Ben Hickernell,Ben Hickernell,"    Close friends Marcus and Holly begin their freshman year at a tough public high school in Baltimore County, Maryland. When Cassie, a well liked senior at the school, disappears suspiciously, both of their lives change forever. Together, will they find out what happened to Cassie? And after a dramatic confrontation, will any of them ever be the same?",4.8,247,"https://m.media-amazon.com/images/M/MV5BOWUzMDM3MTgtNjhmNC00NmY4LTg0NmUtOGJmY2U0NTA5Y2UyXkEyXkFqcGdeQXVyNTMyMDExNTc@._V1_UY268_CR4,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.14b9c77f-f77b-8e64-e756-42fb3372ad5d?tag=imdbtag_tt_wbr_pvt_aiv-20
